case_id,model_id,quarter,segment,metric_name,current_value,previous_value,historical_mean,historical_std,percent_change,z_score,rolling_mean,rolling_std,sample_size,missing_rate,expected_direction,scenario_type,scenario_difficulty,ground_truth_anomaly,ground_truth_severity,ground_truth_anomaly_type,ground_truth_reason,available_evidence,contradictory_evidence,missing_evidence_flag
case_0299,model_01,2023Q4,commercial,psi,0.107094,0.048429,0.046194,0.013336,1.211378,4.566599,0.063567,0.02514,3981,0.011522,higher_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0300,model_06,2023Q4,small_business,ks_statistic,0.412983,0.463141,0.44768,0.02489,-0.1083,-1.393999,0.444606,0.034434,3578,0.009086,lower_is_worse,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0301,model_08,2023Q4,retail,psi,0.075981,0.049702,0.037476,0.017345,0.528732,2.219983,0.051671,0.015471,1141,0.003344,higher_is_worse,sudden_level_shift,moderate,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0302,model_06,2023Q4,retail,default_rate,0.058255,0.047611,0.0406,0.006092,0.223563,2.898079,0.045973,0.008823,3357,0.003175,higher_is_worse,gradual_drift,easy,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0303,model_02,2023Q4,retail,psi,0.01972,0.065115,0.051173,0.030828,-0.697149,-1.020271,0.053027,0.024412,1500,0.003239,higher_is_worse,seasonal_movement,adversarial,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0304,model_04,2023Q4,small_business,score_mean,628.18494,616.94933,622.400635,11.04129,0.018212,0.523879,617.653052,11.262556,1161,0.294586,stable,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0305,model_01,2023Q4,retail,score_mean,626.718804,635.682769,624.999752,10.959253,-0.014101,0.156858,628.35762,4.752044,49,0.023874,stable,small_sample_instability,moderate,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0306,model_07,2023Q4,small_business,psi,0.101709,0.026186,0.043181,0.01392,2.88408,4.20467,0.052101,0.029327,1186,0.016686,higher_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0307,model_06,2023Q4,retail,auc,0.883722,0.83105,0.826325,0.042857,0.06338,1.339274,0.831916,0.033461,2368,0.019098,lower_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0308,model_07,2023Q4,retail,psi,0.14245,0.042253,0.051845,0.016984,2.37136,5.334732,0.076962,0.038842,2121,0.013259,higher_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0309,model_01,2023Q4,commercial,score_mean,705.566226,594.62813,623.737415,18.029413,0.186567,4.538629,637.925749,42.808056,3395,0.009714,stable,false_positive_trap,moderate,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0310,model_08,2023Q4,small_business,psi,0.125002,0.025327,0.065879,0.040931,3.935552,1.44447,0.051106,0.059242,104,0.053884,higher_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0311,model_02,2023Q4,small_business,ks_statistic,0.516546,0.446117,0.447253,0.023494,0.157871,2.949354,0.479548,0.026879,1172,0.028007,lower_is_worse,incomplete_evidence,moderate,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0312,model_06,2023Q4,retail,ks_statistic,0.597369,0.498307,0.44679,0.060574,0.198797,2.485884,0.485119,0.07973,1669,0.029507,lower_is_worse,noisy_data,ambiguous,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0313,model_01,2023Q4,retail,psi,0.053461,0.030557,0.047821,0.021262,0.749563,0.265279,0.057869,0.02387,1873,0.002672,higher_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0314,model_02,2023Q4,commercial,auc,0.94458,0.845241,0.826348,0.020579,0.117528,5.745164,0.852944,0.055154,4080,0.002593,lower_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0315,model_01,2023Q4,small_business,ks_statistic,0.432307,0.440628,0.444884,0.014352,-0.018885,-0.876386,0.442821,0.007098,4233,0.019489,lower_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0316,model_05,2023Q4,small_business,ks_statistic,0.401637,0.431479,0.443756,0.008625,-0.069164,-4.88316,0.431317,0.018882,4941,0.011235,lower_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0317,model_06,2023Q4,small_business,ks_statistic,0.368312,0.455022,0.442754,0.01911,-0.190561,-3.895469,0.416913,0.032439,1580,0.005026,lower_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0318,model_08,2023Q4,small_business,auc,0.767729,0.822048,0.827804,0.032073,-0.066077,-1.873077,0.823316,0.046299,2913,0.008049,lower_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0319,model_01,2023Q4,small_business,score_mean,615.785123,629.797419,632.460142,25.200934,-0.022249,-0.661683,629.447451,23.26475,904,0.12519,stable,missing_data_spike,ambiguous,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0320,model_01,2023Q4,small_business,default_rate,0.04671,0.044854,0.042688,0.008788,0.041369,0.457589,0.048379,0.00295,45,0.02412,higher_is_worse,small_sample_instability,moderate,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0321,model_06,2023Q4,commercial,ks_statistic,0.406199,0.471874,0.451805,0.013786,-0.139179,-3.30815,0.448096,0.025413,978,0.00664,lower_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0322,model_06,2023Q4,commercial,auc,0.848478,0.81725,0.824033,0.012858,0.038212,1.901163,0.831212,0.012389,3280,0.012773,lower_is_worse,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0323,model_01,2023Q4,commercial,score_mean,670.917978,623.583238,620.440795,14.154276,0.075908,3.566214,641.297655,18.611722,3094,0.008858,stable,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0324,model_07,2023Q4,small_business,score_mean,661.35414,623.742749,619.996943,10.651985,0.0603,3.882581,631.497783,17.626532,4260,0.005331,stable,false_positive_trap,adversarial,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0325,model_02,2023Q4,small_business,default_rate,0.058147,0.033707,0.036842,0.010319,0.725053,2.064635,0.03704,0.013315,49,0.05686,higher_is_worse,false_negative_trap,moderate,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0326,model_02,2023Q4,retail,ks_statistic,0.463608,0.401047,0.447389,0.022885,0.155993,0.708735,0.443225,0.027133,225,0.013487,lower_is_worse,incomplete_evidence,ambiguous,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0327,model_02,2023Q4,small_business,ks_statistic,0.507131,0.427256,0.451653,0.043005,0.186949,1.290036,0.487402,0.034841,1963,0.028577,lower_is_worse,noisy_data,moderate,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0328,model_05,2023Q4,commercial,auc,0.817697,0.821106,0.828157,0.034325,-0.004152,-0.304751,0.847876,0.036744,883,0.019312,lower_is_worse,recovery_after_shock,ambiguous,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0329,model_04,2023Q4,retail,ks_statistic,0.563852,0.458036,0.448896,0.021295,0.23102,5.398097,0.466661,0.060071,1547,0.004371,lower_is_worse,metric_definition_change,adversarial,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0330,model_06,2023Q4,small_business,auc,0.829966,0.842628,0.812534,0.023532,-0.015027,0.740765,0.819386,0.018742,4736,0.002409,lower_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0331,model_07,2023Q4,retail,auc,0.767825,0.824644,0.808187,0.016653,-0.068901,-2.423722,0.803543,0.021377,2600,0.001573,lower_is_worse,sudden_level_shift,moderate,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0332,model_06,2023Q4,retail,score_mean,657.932987,652.723431,623.313183,17.115892,0.007981,2.02267,643.027043,12.722288,3382,0.006578,stable,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0333,model_01,2023Q4,retail,default_rate,0.031782,0.034988,0.040589,0.009383,-0.091643,-0.938659,0.041718,0.010118,3281,0.012036,higher_is_worse,seasonal_movement,easy,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0334,model_06,2023Q4,retail,default_rate,0.04233,0.040072,0.038844,0.00319,0.056362,1.092555,0.038562,0.004196,1480,0.25757,higher_is_worse,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0335,model_06,2023Q4,retail,auc,0.847382,0.784259,0.817745,0.045535,0.080487,0.65086,0.851624,0.043754,33,0.015026,lower_is_worse,small_sample_instability,moderate,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0336,model_01,2023Q4,commercial,psi,0.070018,0.041099,0.036447,0.013237,0.703648,2.536138,0.036267,0.021854,747,0.010016,higher_is_worse,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0337,model_04,2023Q4,commercial,ks_statistic,0.465549,0.461459,0.444095,0.014015,0.008864,1.530766,0.453445,0.012398,1133,0.013084,lower_is_worse,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0338,model_02,2023Q4,small_business,auc,0.739964,0.843841,0.818582,0.015381,-0.123101,-5.111356,0.799301,0.037575,3634,0.013814,lower_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0339,model_06,2023Q4,retail,default_rate,0.064943,0.029808,0.040028,0.00539,1.178693,4.62265,0.043235,0.013229,4352,0.01453,higher_is_worse,false_positive_trap,moderate,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0340,model_03,2023Q4,commercial,auc,0.675346,0.748234,0.81998,0.068939,-0.097414,-2.098022,0.763138,0.085771,53,0.053774,lower_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0341,model_07,2023Q4,small_business,default_rate,0.055698,0.041855,0.037593,0.005254,0.330732,3.446088,0.045247,0.006061,1106,0.002168,higher_is_worse,incomplete_evidence,ambiguous,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0342,model_04,2023Q4,commercial,psi,0.100791,0.043441,0.037775,0.026838,1.32021,2.347999,0.046179,0.042301,679,0.011602,higher_is_worse,noisy_data,moderate,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0343,model_07,2023Q4,retail,score_mean,614.378173,616.009231,619.271674,20.268892,-0.002648,-0.241429,631.739835,20.774019,1889,0.001498,stable,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0344,model_03,2023Q4,small_business,auc,0.947475,0.859165,0.82373,0.022737,0.102786,5.442493,0.858989,0.055409,4002,0.005344,lower_is_worse,metric_definition_change,easy,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0345,model_04,2023Q4,retail,psi,0.038196,0.058723,0.036824,0.017895,-0.349557,0.076684,0.04375,0.016835,3199,0.018421,higher_is_worse,normal_variation,ambiguous,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0346,model_08,2023Q4,small_business,default_rate,0.053037,0.033757,0.039854,0.003663,0.571133,3.599005,0.042419,0.006909,1690,0.00534,higher_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0347,model_07,2023Q4,commercial,default_rate,0.049172,0.039993,0.040117,0.003036,0.229505,2.983127,0.042423,0.004135,4514,0.019868,higher_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0348,model_01,2023Q4,small_business,auc,0.74775,0.807406,0.82566,0.038022,-0.073886,-2.049088,0.815377,0.048777,2629,0.011617,lower_is_worse,seasonal_movement,ambiguous,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0349,model_01,2023Q4,small_business,score_mean,625.337689,586.178921,619.956667,15.564466,0.066803,0.345725,609.506062,14.466372,372,0.288376,stable,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0350,model_03,2023Q4,commercial,default_rate,0.041998,0.049308,0.044194,0.005588,-0.148247,-0.392909,0.046583,0.005426,61,0.027018,higher_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0351,model_07,2023Q4,commercial,default_rate,0.054693,0.045562,0.040839,0.004399,0.200403,3.149805,0.045411,0.005748,1982,0.019979,higher_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0352,model_01,2023Q4,small_business,default_rate,0.048665,0.04459,0.040765,0.005418,0.091385,1.458056,0.042832,0.004188,2384,0.005498,higher_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0353,model_04,2023Q4,retail,ks_statistic,0.376373,0.453288,0.436197,0.029619,-0.169684,-2.019812,0.431958,0.038472,4903,0.01944,lower_is_worse,macro_shock,ambiguous,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0354,model_02,2023Q4,small_business,auc,0.886488,0.828322,0.817607,0.014861,0.070222,4.63493,0.841755,0.027694,2385,0.001303,lower_is_worse,false_positive_trap,moderate,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0355,model_08,2023Q4,retail,psi,0.109574,0.019156,0.045827,0.030405,4.720117,2.096597,0.051439,0.03599,88,0.053535,higher_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0356,model_07,2023Q4,commercial,auc,0.886511,0.825509,0.836445,0.015978,0.073897,3.133393,0.843242,0.025361,1125,0.016774,lower_is_worse,incomplete_evidence,easy,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0357,model_01,2023Q4,retail,auc,0.82815,0.789498,0.816339,0.052093,0.048958,0.226745,0.808842,0.032651,470,0.028853,lower_is_worse,noisy_data,ambiguous,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0358,model_03,2023Q4,retail,psi,0.044544,0.028785,0.050946,0.016853,0.547493,-0.379881,0.050572,0.021422,3802,0.007716,higher_is_worse,recovery_after_shock,adversarial,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0359,model_08,2023Q4,commercial,auc,0.942764,0.837359,0.819834,0.029575,0.125878,4.156529,0.833851,0.067581,4194,0.015815,lower_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0360,model_04,2023Q4,commercial,psi,0.047984,0.030543,0.042386,0.01079,0.571022,0.518819,0.04043,0.006671,2971,0.014051,higher_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0361,model_08,2023Q4,small_business,default_rate,0.055204,0.036463,0.038879,0.004442,0.513977,3.674952,0.043722,0.007201,3246,0.019451,higher_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0362,model_06,2023Q4,retail,default_rate,0.048809,0.051841,0.037085,0.005421,-0.05848,2.162791,0.043375,0.007049,1923,0.000455,higher_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0363,model_07,2023Q4,commercial,ks_statistic,0.38825,0.446946,0.458618,0.049491,-0.131327,-1.421861,0.451687,0.050581,2540,0.017258,lower_is_worse,seasonal_movement,easy,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0364,model_05,2023Q4,retail,score_mean,629.899533,617.814174,620.959442,7.878059,0.019561,1.134809,625.689735,5.290396,852,0.284282,stable,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0365,model_01,2023Q4,retail,default_rate,0.032714,0.033201,0.039205,0.00567,-0.014673,-1.14475,0.034972,0.004791,33,0.017881,higher_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0366,model_03,2023Q4,small_business,default_rate,0.054571,0.047389,0.04019,0.008185,0.151539,1.756928,0.045139,0.006535,1720,0.009467,higher_is_worse,segment_specific_anomaly,ambiguous,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0367,model_01,2023Q4,commercial,ks_statistic,0.484919,0.447497,0.454327,0.019572,0.083624,1.563035,0.453156,0.021404,3049,0.001066,lower_is_worse,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0368,model_02,2023Q4,small_business,default_rate,0.057137,0.022385,0.037874,0.005741,1.552445,3.355032,0.039961,0.012811,3352,0.011816,higher_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0369,model_08,2023Q4,commercial,auc,0.889904,0.827468,0.820262,0.015716,0.075455,4.431363,0.838255,0.031632,3113,0.000592,lower_is_worse,false_positive_trap,adversarial,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0370,model_03,2023Q4,small_business,psi,0.099828,-0.005612,0.047008,0.030347,18.787779,1.740565,0.053995,0.040312,86,0.045661,higher_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0371,model_02,2023Q4,commercial,default_rate,0.055352,0.039977,0.040082,0.005884,0.384593,2.594838,0.041549,0.008391,1150,0.01475,higher_is_worse,incomplete_evidence,ambiguous,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0372,model_08,2023Q4,retail,auc,0.870511,0.833089,0.805065,0.059871,0.04492,1.093115,0.812338,0.044383,1753,0.02554,lower_is_worse,noisy_data,ambiguous,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0373,model_01,2023Q4,commercial,ks_statistic,0.450082,0.414123,0.450179,0.021785,0.086831,-0.004447,0.458267,0.030463,887,0.005395,lower_is_worse,recovery_after_shock,easy,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0374,model_01,2023Q4,small_business,default_rate,0.060882,0.037656,0.041241,0.003316,0.616809,5.923796,0.044668,0.009714,1983,0.015407,higher_is_worse,metric_definition_change,easy,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0375,model_04,2023Q4,retail,score_mean,621.753214,623.781029,624.266522,12.011413,-0.003251,-0.209243,626.128812,3.440144,2478,0.001675,stable,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0376,model_05,2023Q4,small_business,auc,0.743645,0.80168,0.816201,0.017037,-0.072392,-4.258678,0.794251,0.030192,2041,0.007517,lower_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0377,model_06,2023Q4,commercial,psi,0.093364,0.080594,0.052129,0.016635,0.158454,2.478735,0.070719,0.018988,3219,0.009465,higher_is_worse,gradual_drift,easy,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0378,model_02,2023Q4,commercial,psi,-0.000427,0.051181,0.048355,0.024925,-1.008346,-1.957208,0.043463,0.02945,1382,0.009948,higher_is_worse,seasonal_movement,ambiguous,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0379,model_01,2023Q4,commercial,auc,0.837577,0.764254,0.828319,0.033728,0.095941,0.274473,0.803845,0.031767,923,0.179505,lower_is_worse,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0380,model_02,2023Q4,retail,default_rate,0.046269,0.040836,0.041915,0.006443,0.133039,0.675667,0.043774,0.002592,27,0.015571,higher_is_worse,small_sample_instability,moderate,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0381,model_07,2023Q4,commercial,auc,0.754583,0.783748,0.811708,0.01777,-0.037212,-3.214682,0.797391,0.030161,528,0.00435,lower_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0382,model_06,2023Q4,commercial,psi,0.095006,0.056736,0.050678,0.015849,0.674531,2.796835,0.06236,0.020041,1197,0.009609,higher_is_worse,contradictory_metric_movement,easy,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0383,model_04,2023Q4,commercial,score_mean,669.478408,599.506079,628.490122,15.848839,0.116717,2.586201,644.484279,26.802849,2587,0.018815,stable,macro_shock,ambiguous,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0384,model_07,2023Q4,retail,psi,0.113607,0.058384,0.059255,0.013944,0.945847,3.897709,0.072493,0.025068,4727,0.007741,higher_is_worse,false_positive_trap,adversarial,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0385,model_01,2023Q4,small_business,psi,0.134334,0.07062,0.053569,0.044478,0.902209,1.81585,0.069939,0.044436,77,0.041991,higher_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0386,model_07,2023Q4,commercial,psi,0.125903,0.000765,0.049579,0.026139,163.569385,2.920008,0.052192,0.046609,543,0.02372,higher_is_worse,incomplete_evidence,ambiguous,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0387,model_05,2023Q4,small_business,auc,0.95268,0.943197,0.810883,0.058945,0.010053,2.405571,0.891133,0.059774,1608,0.005293,lower_is_worse,noisy_data,adversarial,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0388,model_06,2023Q4,retail,auc,0.826994,0.859336,0.836886,0.032135,-0.037637,-0.307825,0.853023,0.03542,3586,0.004324,lower_is_worse,recovery_after_shock,ambiguous,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0389,model_05,2023Q4,small_business,ks_statistic,0.514154,0.446844,0.443983,0.017166,0.150633,4.087854,0.465035,0.030633,4354,0.008794,lower_is_worse,metric_definition_change,adversarial,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0390,model_02,2023Q4,small_business,psi,0.023456,0.073686,0.054413,0.012142,-0.68168,-2.549608,0.052066,0.018888,1500,0.008993,higher_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0391,model_03,2023Q4,small_business,default_rate,0.04997,0.035878,0.039197,0.003421,0.392779,3.149535,0.042189,0.005919,4672,0.018043,higher_is_worse,sudden_level_shift,easy,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0392,model_08,2023Q4,retail,auc,0.804551,0.804188,0.81334,0.033004,0.000452,-0.266287,0.819279,0.028035,4826,0.000823,lower_is_worse,gradual_drift,ambiguous,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0393,model_02,2023Q4,commercial,ks_statistic,0.38974,0.432204,0.455291,0.04993,-0.09825,-1.312853,0.444884,0.046746,1509,0.007459,lower_is_worse,seasonal_movement,ambiguous,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0394,model_01,2023Q4,small_business,ks_statistic,0.465449,0.400026,0.446686,0.021559,0.163547,0.87031,0.444849,0.026552,1207,0.173118,lower_is_worse,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0395,model_05,2023Q4,small_business,score_mean,633.08293,594.429707,616.927933,33.194298,0.065026,0.48668,629.162958,20.596167,69,0.02525,stable,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0396,model_04,2023Q4,commercial,psi,0.099163,0.01481,0.044782,0.01243,5.69579,4.374896,0.058524,0.030126,1663,0.007993,higher_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0397,model_03,2023Q4,small_business,default_rate,0.048435,0.047101,0.040867,0.004207,0.02832,1.799071,0.042577,0.005234,997,0.002375,higher_is_worse,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0398,model_03,2023Q4,retail,auc,0.723692,0.822749,0.813686,0.019649,-0.120397,-4.580061,0.775725,0.035409,3819,0.005234,lower_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0399,model_01,2023Q4,commercial,psi,0.124835,0.044548,0.053825,0.018969,1.802247,3.74338,0.067059,0.033902,2460,0.011846,higher_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
